IP 地址,已发送,已接收,丢包率,平均延迟,下载速度(M),地区码,端口
173.245.59.180,4,4,0,189.93,0.00,HKG,443
104.17.217.104,4,4,0,46.67,0.00,HKG,443
103.31.4.56,4,4,0,182.35,0.00,DEN,443
190.93.247.58,4,3,25,132.09,0.00,HKG,443
104.25.226.120,4,4,0,172.40,0.00,SJC,443
188.114.96.7,4,4,0,175.04,0.00,LAX,443
141.101.115.98,4,4,0,98.18,0.00,SJC,443
198.41.197.13,4,4,0,145.30,0.00,HKG,443
198.41.194.28,4,4,0,181.64,0.00,LAX,443
188.114.98.144,4,4,0,185.61,0.00,SJC,443
141.101.120.125,4,4,0,113.81,0.00,LAX,443
103.21.244.135,4,4,0,152.08,0.00,HKG,443
162.159.242.182,4,4,0,179.24,0.00,HKG,443
172.66.149.69,4,4,0,191.16,0.00,LAX,443
162.159.241.143,4,4,0,150.95,0.00,LAX,443
172.67.223.59,4,4,0,187.10,0.00,SJC,443
104.21.52.14,4,3,25,191.14,0.00,LAX,443
104.24.12.82,4,3,25,181.86,0.00,LAX,443
172.67.169.59,4,4,0,152.19,0.00,SEA,443
172.67.69.20,4,3,25,171.88,0.00,SEA,443
162.159.0.107,4,4,0,187.31,0.00,SJC,443
162.159.138.172,4,4,0,42.50,0.00,NRT,443
104.25.181.75,4,4,0,175.22,0.00,LAX,443
162.159.240.194,4,4,0,184.48,0.00,LAX,443
104.25.45.245,4,4,0,192.91,0.00,LAX,443
162.159.42.122,4,4,0,193.44,0.00,HKG,443
103.21.244.143,4,4,0,180.27,0.00,HKG,443
172.67.236.124,4,4,0,175.18,0.00,SJC,443
104.25.83.86,4,4,0,182.48,0.00,LAX,443
172.66.130.62,4,3,25,197.00,0.00,LAX,443
188.114.98.185,4,4,0,181.28,0.00,LAX,443
104.27.195.31,4,4,0,183.93,0.00,SJC,443
188.114.99.146,4,3,25,171.13,0.00,LAX,443
104.19.144.192,4,4,0,58.35,0.00,HKG,443
104.17.79.255,4,4,0,171.64,0.00,SJC,443
190.93.247.100,4,4,0,108.75,0.00,HKG,443
162.159.133.142,4,3,25,60.38,0.00,NRT,443
104.25.22.62,4,4,0,191.61,0.00,LAX,443
188.114.98.242,4,4,0,188.25,0.00,SJC,443
104.16.52.67,4,4,0,159.22,0.00,SEA,443
104.24.63.59,4,4,0,184.53,0.00,LAX,443
108.162.198.159,4,3,25,39.86,0.00,HKG,443
173.245.59.90,4,4,0,196.55,0.00,SJC,443
103.31.4.151,4,4,0,213.88,0.00,DEN,443
172.66.135.152,4,4,0,187.07,0.00,LAX,443
104.24.12.171,4,4,0,176.54,0.00,LAX,443
104.18.141.255,4,4,0,178.45,0.00,SJC,443
172.66.44.137,4,4,0,167.33,0.00,SEA,443
162.159.143.255,4,4,0,47.06,0.00,NRT,443
190.93.244.34,4,4,0,114.72,0.00,SJC,443
104.16.59.52,4,3,25,162.65,0.00,SEA,443
103.21.244.3,4,4,0,146.02,0.00,HKG,443
104.25.228.90,4,4,0,182.48,0.00,SJC,443
104.25.248.78,4,4,0,38.68,0.00,HKG,443
104.18.246.40,4,4,0,153.54,0.00,SJC,443
162.159.26.31,4,4,0,187.81,0.00,LAX,443
104.16.90.206,4,4,0,172.43,0.00,SJC,443
104.25.187.35,4,4,0,175.59,0.00,LAX,443
162.159.33.22,4,3,25,190.72,0.00,HKG,443
104.27.107.207,4,4,0,188.63,0.00,LAX,443
198.41.192.223,4,4,0,187.65,0.00,SJC,443
103.31.4.210,4,3,25,212.30,0.00,DEN,443
172.64.72.39,4,4,0,174.61,0.00,SEA,443
104.27.197.51,4,3,25,170.62,0.00,LAX,443
162.159.39.89,4,4,0,187.70,0.00,LAX,443
198.41.198.37,4,4,0,145.89,0.00,LAX,443
104.18.229.41,4,4,0,75.90,0.00,SJC,443
173.245.49.122,4,4,0,148.67,0.00,SJC,443
162.159.20.58,4,4,0,146.51,0.00,SJC,443
104.27.115.234,4,4,0,186.02,0.00,SJC,443
104.19.36.227,4,3,25,37.90,0.00,HKG,443
162.159.2.197,4,3,25,140.73,0.00,LAX,443
103.31.4.81,4,3,25,213.49,0.00,DEN,443
103.21.244.52,4,4,0,135.86,0.00,LAX,443
103.21.244.72,4,4,0,151.82,0.00,LAX,443
108.162.196.71,4,4,0,77.15,0.00,LAX,443
108.162.194.159,4,4,0,180.74,0.00,LAX,443
173.245.58.244,4,3,25,193.29,0.00,LAX,443
172.67.172.249,4,4,0,167.27,0.00,SEA,443
104.24.159.241,4,4,0,184.68,0.00,SJC,443
172.66.46.42,4,4,0,174.78,0.00,SEA,443
190.93.244.62,4,4,0,176.31,0.00,HKG,443
104.27.112.234,4,4,0,186.45,0.00,SJC,443
104.16.76.174,4,4,0,169.09,0.00,SJC,443
103.31.4.125,4,4,0,209.44,0.00,DEN,443
104.25.164.233,4,4,0,192.96,0.00,LAX,443
190.93.247.65,4,4,0,131.57,0.00,SJC,443
162.159.40.183,4,3,25,139.35,0.00,LAX,443
104.25.206.240,4,4,0,183.78,0.00,LAX,443
104.16.21.83,4,3,25,159.21,0.00,SJC,443
104.16.46.169,4,4,0,182.27,0.00,SEA,443
104.24.60.107,4,4,0,178.60,0.00,LAX,443
104.19.40.213,4,4,0,39.35,0.00,HKG,443
104.16.24.42,4,4,0,166.69,0.00,SJC,443
104.24.38.163,4,4,0,183.57,0.00,LAX,443
190.93.246.150,4,3,25,39.07,0.00,HKG,443
104.16.1.163,4,4,0,175.19,0.00,SEA,443
103.31.4.115,4,4,0,221.49,0.00,DEN,443
104.27.51.133,4,4,0,190.21,0.00,SJC,443
103.31.4.226,4,4,0,211.55,0.00,DEN,443
173.245.59.234,4,4,0,182.39,0.00,HKG,443
141.101.114.44,4,4,0,138.51,0.00,HKG,443
141.101.121.25,4,4,0,184.03,0.00,LAX,443
104.18.79.237,4,4,0,152.08,0.00,SEA,443
162.159.61.6,4,4,0,152.30,0.00,LAX,443
104.27.99.94,4,4,0,183.28,0.00,LAX,443
198.41.217.21,4,4,0,196.96,0.00,SJC,443
172.65.192.12,4,3,25,181.40,0.00,LAX,443
172.67.89.214,4,3,25,183.20,0.00,LAX,443
104.24.95.71,4,3,25,188.15,0.00,SJC,443
104.21.218.44,4,4,0,178.17,0.00,LAX,443
104.21.73.189,4,4,0,184.97,0.00,SJC,443
198.41.203.146,4,4,0,187.64,0.00,LAX,443
190.93.245.19,4,4,0,183.93,0.00,SJC,443
141.101.120.250,4,4,0,150.46,0.00,SJC,443
103.31.4.43,4,4,0,207.90,0.00,DEN,443
141.101.120.60,4,4,0,144.93,0.00,SJC,443
103.21.244.16,4,4,0,153.85,0.00,LAX,443
162.159.142.150,4,4,0,73.36,0.00,NRT,443
104.19.185.220,4,3,25,164.55,0.00,SJC,443
162.159.45.56,4,3,25,186.24,0.00,LAX,443
104.25.208.37,4,4,0,189.35,0.00,LAX,443
104.27.85.62,4,4,0,174.64,0.00,LAX,443
104.24.68.126,4,4,0,192.14,0.00,LAX,443
104.25.58.47,4,3,25,192.79,0.00,LAX,443
173.245.58.130,4,4,0,175.26,0.00,LAX,443
190.93.246.3,4,4,0,118.57,0.00,SJC,443
190.93.247.94,4,4,0,39.62,0.00,SJC,443
104.16.41.171,4,4,0,181.78,0.00,SEA,443
104.24.187.193,4,4,0,187.36,0.00,LAX,443
198.41.201.43,4,4,0,149.94,0.00,LAX,443
104.21.4.47,4,3,25,193.25,0.00,LAX,443
104.18.155.50,4,4,0,102.30,0.00,SJC,443
104.18.197.159,4,4,0,192.06,0.00,SJC,443
104.17.195.32,4,4,0,152.24,0.00,SJC,443
104.19.142.178,4,4,0,171.19,0.00,LAX,443
104.16.137.60,4,4,0,224.54,0.00,LHR,443
172.66.46.165,4,4,0,174.18,0.00,SEA,443
104.27.1.244,4,4,0,183.77,0.00,LAX,443
104.16.23.38,4,4,0,178.21,0.00,SJC,443
173.245.49.229,4,4,0,154.99,0.00,LAX,443
190.93.246.208,4,4,0,75.95,0.00,HKG,443
104.24.203.21,4,4,0,185.26,0.00,LAX,443
173.245.49.184,4,4,0,119.27,0.00,HKG,443
104.19.153.12,4,3,25,81.74,0.00,HKG,443
104.24.209.55,4,4,0,193.18,0.00,SJC,443
188.114.99.242,4,4,0,185.58,0.00,LAX,443
104.20.43.8,4,4,0,179.26,0.00,LAX,443
104.18.183.72,4,3,25,86.71,0.00,SEA,443
104.18.170.144,4,3,25,38.87,0.00,SJC,443
103.31.4.135,4,4,0,199.32,0.00,DEN,443
173.245.58.120,4,3,25,191.35,0.00,SJC,443
104.17.50.100,4,3,25,59.43,0.00,HKG,443
104.16.10.79,4,4,0,110.40,0.00,SEA,443
172.67.222.129,4,4,0,179.09,0.00,SJC,443
188.114.98.194,4,4,0,178.88,0.00,LAX,443
104.20.58.210,4,4,0,228.33,0.00,FRA,443
104.17.173.89,4,3,25,64.75,0.00,HKG,443
104.25.207.81,4,4,0,195.09,0.00,LAX,443
103.21.244.153,4,3,25,129.65,0.00,SJC,443
198.41.216.133,4,3,25,184.16,0.00,LAX,443
104.25.56.52,4,4,0,192.28,0.00,SJC,443
104.25.123.102,4,4,0,181.98,0.00,SJC,443
104.25.179.113,4,4,0,184.47,0.00,SJC,443
198.41.201.133,4,4,0,187.40,0.00,SJC,443
141.101.123.242,4,4,0,151.85,0.00,LAX,443
162.159.26.204,4,4,0,172.74,0.00,LAX,443
104.20.39.130,4,4,0,178.10,0.00,SJC,443
198.41.192.191,4,4,0,182.79,0.00,LAX,443
172.67.170.230,4,4,0,174.43,0.00,SEA,443
104.21.55.37,4,4,0,183.12,0.00,LAX,443
188.114.98.96,4,4,0,192.40,0.00,LAX,443
104.24.167.159,4,4,0,186.42,0.00,LAX,443
104.24.215.196,4,4,0,182.10,0.00,LAX,443
173.245.58.13,4,3,25,172.01,0.00,LAX,443
173.245.58.55,4,3,25,179.65,0.00,LAX,443
104.17.44.78,4,4,0,162.48,0.00,SJC,443
104.24.207.142,4,4,0,189.98,0.00,LAX,443
172.67.156.97,4,4,0,159.67,0.00,SEA,443
104.25.190.119,4,3,25,180.21,0.00,SJC,443
104.19.48.68,4,4,0,37.91,0.00,HKG,443
198.41.194.252,4,3,25,188.22,0.00,LAX,443
104.17.123.113,4,4,0,65.91,0.00,HKG,443
104.24.159.182,4,4,0,186.10,0.00,LAX,443
172.67.192.234,4,4,0,213.83,0.00,LHR,443
104.24.3.139,4,3,25,186.99,0.00,LAX,443
188.114.99.227,4,3,25,182.70,0.00,LAX,443
103.31.4.11,4,4,0,207.57,0.00,DEN,443
104.19.5.196,4,3,25,171.90,0.00,LAX,443
104.26.8.208,4,4,0,174.52,0.00,SEA,443
104.24.243.28,4,4,0,192.82,0.00,LAX,443
104.24.21.176,4,3,25,183.53,0.00,SJC,443
104.27.44.197,4,4,0,188.01,0.00,SJC,443
104.27.21.182,4,3,25,196.72,0.00,SJC,443
188.114.96.77,4,4,0,187.73,0.00,LAX,443
104.25.171.23,4,3,25,195.73,0.00,LAX,443
108.162.196.159,4,4,0,151.69,0.00,HKG,443
162.159.249.215,4,4,0,184.52,0.00,LAX,443
104.17.7.196,4,4,0,177.45,0.00,SJC,443
172.66.198.7,4,3,25,178.00,0.00,LAX,443
104.24.165.90,4,3,25,193.45,0.00,LAX,443
104.27.42.199,4,4,0,182.76,0.00,LAX,443
198.41.204.175,4,4,0,190.96,0.00,SJC,443
172.67.199.116,4,4,0,238.68,0.00,LHR,443
103.31.4.15,4,4,0,210.56,0.00,DEN,443
162.159.4.229,4,4,0,184.04,0.00,LAX,443
173.245.49.40,4,4,0,113.32,0.00,SJC,443
172.67.143.6,4,3,25,240.95,0.00,LHR,443
104.24.224.2,4,3,25,178.11,0.00,LAX,443
104.16.130.38,4,4,0,232.44,0.00,LHR,443
190.93.246.16,4,4,0,70.28,0.00,HKG,443
173.245.59.241,4,4,0,182.85,0.00,HKG,443
104.16.134.151,4,3,25,225.04,0.00,LHR,443
198.41.222.14,4,4,0,188.87,0.00,LAX,443
190.93.247.205,4,4,0,39.16,0.00,HKG,443
190.93.245.13,4,4,0,78.31,0.00,HKG,443
104.16.228.217,4,4,0,170.16,0.00,SJC,443
104.17.145.242,4,4,0,77.07,0.00,HKG,443
104.18.50.171,4,3,25,140.37,0.00,HKG,443
104.21.221.196,4,4,0,180.49,0.00,LAX,443
104.18.238.155,4,4,0,156.72,0.00,SJC,443
173.245.58.188,4,3,25,178.72,0.00,LAX,443
104.17.193.191,4,4,0,145.31,0.00,HKG,443
172.64.79.133,4,4,0,171.31,0.00,SJC,443
104.25.175.21,4,4,0,193.23,0.00,LAX,443
104.25.39.231,4,4,0,195.16,0.00,SJC,443
104.17.124.231,4,4,0,52.62,0.00,HKG,443
103.31.4.221,4,3,25,200.90,0.00,DEN,443
103.31.4.117,4,4,0,212.57,0.00,DEN,443
104.25.35.145,4,4,0,187.15,0.00,SJC,443
198.41.203.37,4,3,25,141.86,0.00,LAX,443
172.64.32.113,4,4,0,146.31,0.00,LAX,443
190.93.244.240,4,4,0,113.42,0.00,SJC,443
198.41.200.85,4,4,0,187.32,0.00,SJC,443
104.19.240.139,4,4,0,172.39,0.00,SJC,443
172.64.48.67,4,4,0,149.52,0.00,LAX,443
104.25.216.0,4,4,0,183.89,0.00,SJC,443
104.19.106.168,4,4,0,189.71,0.00,LAX,443
162.159.42.9,4,3,25,141.44,0.00,LAX,443
141.101.113.147,4,4,0,193.06,0.00,LAX,443
198.41.192.11,4,4,0,147.73,0.00,LAX,443
188.114.98.72,4,4,0,190.14,0.00,LAX,443
104.25.187.239,4,4,0,185.09,0.00,SJC,443
104.18.159.217,4,3,25,39.47,0.00,HKG,443
104.18.234.234,4,4,0,77.90,0.00,SJC,443
190.93.247.137,4,4,0,109.04,0.00,SJC,443
104.20.33.185,4,4,0,178.01,0.00,LAX,443
108.162.194.89,4,4,0,191.45,0.00,LAX,443
198.41.201.49,4,3,25,198.82,0.00,LAX,443
198.41.200.187,4,4,0,148.47,0.00,SJC,443
172.66.203.193,4,4,0,182.55,0.00,SJC,443
188.114.96.91,4,4,0,183.31,0.00,SJC,443
173.245.49.233,4,4,0,186.65,0.00,LAX,443
104.25.211.177,4,4,0,176.54,0.00,SJC,443
188.114.96.194,4,4,0,190.21,0.00,SJC,443
188.114.97.80,4,3,25,181.91,0.00,SJC,443
104.24.234.91,4,4,0,189.75,0.00,LAX,443
104.16.81.193,4,4,0,177.20,0.00,SJC,443
104.27.33.133,4,3,25,191.98,0.00,LAX,443
190.93.244.224,4,4,0,101.48,0.00,SJC,443
173.245.58.51,4,4,0,191.34,0.00,SJC,443
104.18.112.187,4,4,0,217.22,0.00,LHR,443
188.114.98.238,4,3,25,187.50,0.00,LAX,443
198.41.199.252,4,4,0,186.11,0.00,SJC,443
188.114.98.145,4,4,0,185.38,0.00,LAX,443
104.24.237.35,4,4,0,183.95,0.00,SJC,443
104.18.186.166,4,4,0,110.32,0.00,HKG,443
104.20.8.122,4,4,0,175.18,0.00,LAX,443
104.24.202.10,4,3,25,184.49,0.00,LAX,443
104.24.225.152,4,3,25,189.45,0.00,LAX,443
104.17.65.195,4,4,0,161.54,0.00,SJC,443
104.25.132.88,4,3,25,182.31,0.00,LAX,443
188.114.99.40,4,3,25,192.08,0.00,LAX,443
104.21.237.191,4,4,0,175.01,0.00,SEA,443
190.93.247.14,4,4,0,144.25,0.00,HKG,443
103.31.4.127,4,4,0,205.14,0.00,DEN,443
104.24.192.1,4,3,25,190.01,0.00,LAX,443
104.24.26.43,4,4,0,184.61,0.00,SJC,443
173.245.58.217,4,4,0,182.88,0.00,LAX,443
104.25.136.86,4,4,0,179.62,0.00,SJC,443
104.18.12.136,4,4,0,182.51,0.00,SEA,443
141.101.123.183,4,4,0,191.19,0.00,LAX,443
104.16.85.79,4,4,0,177.74,0.00,SJC,443
198.41.222.47,4,3,25,189.29,0.00,LAX,443
104.17.53.145,4,3,25,111.12,0.00,HKG,443
172.67.106.122,4,3,25,187.01,0.00,LAX,443
198.41.215.11,4,4,0,184.54,0.00,LAX,443
103.31.4.6,4,4,0,212.80,0.00,DEN,443
104.27.108.211,4,4,0,194.94,0.00,LAX,443
188.114.98.40,4,3,25,189.68,0.00,LAX,443
188.114.96.153,4,4,0,181.88,0.00,SJC,443
104.25.173.185,4,4,0,186.35,0.00,SJC,443
198.41.194.61,4,3,25,171.99,0.00,SJC,443
103.31.4.154,4,3,25,201.02,0.00,DEN,443
104.24.163.160,4,4,0,174.45,0.00,SJC,443
198.41.217.158,4,4,0,155.87,0.00,LAX,443
104.27.104.71,4,4,0,176.76,0.00,SJC,443
104.25.47.27,4,4,0,179.59,0.00,LAX,443
104.24.9.74,4,4,0,189.73,0.00,LAX,443
104.17.211.73,4,4,0,57.91,0.00,HKG,443
104.18.128.130,4,3,25,172.35,0.00,SJC,443
172.64.176.106,4,3,25,141.22,0.00,LAX,443
172.67.186.189,4,3,25,195.86,0.00,LAX,443
141.101.123.218,4,4,0,114.16,0.00,LAX,443
104.27.62.104,4,4,0,191.29,0.00,LAX,443
104.18.234.13,4,4,0,77.40,0.00,HKG,443
104.24.212.189,4,4,0,183.48,0.00,SJC,443
172.66.194.128,4,4,0,183.79,0.00,SJC,443
104.25.51.121,4,4,0,178.79,0.00,SJC,443
103.31.4.214,4,4,0,186.85,0.00,DEN,443
104.16.82.214,4,3,25,179.92,0.00,SJC,443
104.21.5.19,4,4,0,183.45,0.00,LAX,443
104.24.205.113,4,4,0,184.07,0.00,SJC,443
104.21.53.19,4,4,0,183.13,0.00,SJC,443
104.16.48.2,4,4,0,167.08,0.00,SEA,443
104.25.206.97,4,3,25,195.19,0.00,LAX,443
162.159.241.142,4,4,0,188.12,0.00,LAX,443
162.159.206.70,4,4,0,75.80,0.00,HKG,443
104.18.147.174,4,4,0,176.42,0.00,SJC,443
198.41.215.12,4,3,25,135.60,0.00,LAX,443
104.18.234.116,4,4,0,71.04,0.00,SJC,443
104.27.23.195,4,4,0,190.12,0.00,LAX,443
188.114.97.35,4,4,0,190.97,0.00,LAX,443
162.159.255.163,4,4,0,181.16,0.00,SJC,443
190.93.244.180,4,4,0,116.48,0.00,SJC,443
104.24.131.108,4,4,0,187.82,0.00,LAX,443
141.101.121.154,4,4,0,145.30,0.00,SJC,443
104.18.85.119,4,4,0,47.55,0.00,HKG,443
141.101.113.77,4,3,25,191.92,0.00,LAX,443
190.93.246.12,4,4,0,137.15,0.00,SJC,443
198.41.223.78,4,4,0,191.68,0.00,LAX,443
108.162.198.134,4,4,0,76.38,0.00,SJC,443
172.67.222.212,4,4,0,176.98,0.00,SJC,443
104.18.154.233,4,4,0,145.70,0.00,HKG,443
103.21.244.40,4,3,25,138.46,0.00,LAX,443
104.25.31.157,4,3,25,178.83,0.00,SJC,443
108.162.193.86,4,4,0,190.18,0.00,LAX,443
198.41.223.86,4,4,0,149.05,0.00,SJC,443
173.245.49.187,4,3,25,184.47,0.00,LAX,443
104.21.225.153,4,4,0,174.69,0.00,SEA,443
104.27.66.47,4,4,0,187.31,0.00,LAX,443
172.66.210.37,4,4,0,181.79,0.00,LAX,443
104.24.136.189,4,4,0,190.17,0.00,LAX,443
104.25.199.133,4,4,0,178.84,0.00,LAX,443
104.21.1.207,4,3,25,179.07,0.00,LAX,443
162.159.249.114,4,3,25,192.67,0.00,LAX,443
104.17.185.84,4,3,25,70.31,0.00,HKG,443
188.114.99.110,4,4,0,181.43,0.00,LAX,443
104.24.222.149,4,4,0,196.66,0.00,LAX,443
103.31.4.244,4,3,25,219.26,0.00,DEN,443
103.21.244.136,4,3,25,186.30,0.00,HKG,443
198.41.194.97,4,4,0,173.97,0.00,LAX,443
104.25.243.161,4,4,0,38.80,0.00,HKG,443
104.16.0.96,4,4,0,74.50,0.00,SEA,443
104.24.157.10,4,4,0,170.91,0.00,LAX,443
173.245.49.52,4,4,0,153.83,0.00,LAX,443
104.27.125.166,4,4,0,189.86,0.00,LAX,443
104.25.230.28,4,3,25,191.46,0.00,SJC,443
104.25.101.24,4,4,0,196.67,0.00,LAX,443
198.41.192.227,4,3,25,197.63,0.00,LAX,443
173.245.58.198,4,4,0,175.73,0.00,LAX,443
198.41.206.179,4,4,0,188.96,0.00,LAX,443
162.159.33.220,4,4,0,187.10,0.00,HKG,443
104.25.56.103,4,4,0,186.08,0.00,LAX,443
104.25.153.41,4,4,0,187.02,0.00,LAX,443
104.25.121.156,4,4,0,192.63,0.00,LAX,443
104.24.135.250,4,4,0,180.35,0.00,LAX,443
104.17.136.116,4,3,25,80.43,0.00,SJC,443
190.93.246.33,4,4,0,177.75,0.00,HKG,443
104.27.1.212,4,4,0,194.81,0.00,LAX,443
162.159.19.250,4,4,0,151.83,0.00,LAX,443
188.114.97.93,4,4,0,185.42,0.00,LAX,443
104.24.21.34,4,4,0,185.38,0.00,LAX,443
104.21.35.92,4,4,0,184.98,0.00,SJC,443
104.16.177.118,4,4,0,184.43,0.00,SJC,443
173.245.59.213,4,4,0,179.81,0.00,LAX,443
104.25.109.80,4,3,25,188.42,0.00,SJC,443
104.24.192.148,4,4,0,191.33,0.00,SJC,443
104.21.106.111,4,4,0,185.07,0.00,SJC,443
104.16.75.18,4,3,25,182.13,0.00,SJC,443
104.24.1.33,4,3,25,187.30,0.00,LAX,443
104.19.158.254,4,3,25,37.49,0.00,HKG,443
190.93.245.80,4,4,0,115.19,0.00,SJC,443
104.24.145.88,4,4,0,189.66,0.00,LAX,443
198.41.201.6,4,4,0,151.57,0.00,LAX,443
108.162.196.250,4,4,0,181.81,0.00,HKG,443
103.31.4.197,4,4,0,204.13,0.00,DEN,443
162.159.17.247,4,4,0,188.69,0.00,SJC,443
198.41.193.24,4,4,0,114.47,0.00,SJC,443
162.159.11.145,4,3,25,139.74,0.00,LAX,443
104.20.20.7,4,4,0,185.23,0.00,LAX,443
104.21.32.53,4,4,0,170.76,0.00,SJC,443
103.21.244.25,4,4,0,193.96,0.00,LAX,443
104.16.25.107,4,3,25,190.41,0.00,SJC,443
190.93.246.126,4,4,0,101.78,0.00,SJC,443
104.24.165.32,4,4,0,192.77,0.00,LAX,443
172.64.150.129,4,4,0,178.92,0.00,LAX,443
104.25.96.57,4,4,0,186.35,0.00,SJC,443
104.16.64.136,4,4,0,169.76,0.00,SJC,443
104.19.10.19,4,4,0,184.80,0.00,LAX,443
104.27.103.212,4,4,0,189.56,0.00,SJC,443
104.19.200.41,4,4,0,154.16,0.00,SJC,443
103.21.244.56,4,3,25,181.19,0.00,LAX,443
104.17.68.227,4,3,25,179.81,0.00,SJC,443
173.245.59.250,4,4,0,191.31,0.00,LAX,443
190.93.247.47,4,3,25,129.69,0.00,SJC,443
190.93.245.184,4,4,0,39.45,0.00,SJC,443
198.41.219.247,4,3,25,181.94,0.00,SJC,443
108.162.193.135,4,4,0,192.92,0.00,LAX,443
104.17.54.25,4,4,0,93.56,0.00,HKG,443
104.18.90.105,4,3,25,87.13,0.00,HKG,443
172.66.172.209,4,4,0,169.55,0.00,SJC,443
104.25.212.150,4,4,0,178.35,0.00,LAX,443
103.31.4.69,4,4,0,208.51,0.00,DEN,443
104.18.77.250,4,4,0,174.30,0.00,SEA,443
104.25.60.103,4,4,0,181.99,0.00,LAX,443
104.25.127.147,4,4,0,190.03,0.00,LAX,443
141.101.113.95,4,4,0,175.31,0.00,LAX,443
173.245.49.9,4,4,0,150.35,0.00,LAX,443
104.18.55.188,4,4,0,180.52,0.00,HKG,443
172.67.239.11,4,3,25,183.01,0.00,SJC,443
103.31.4.122,4,4,0,199.51,0.00,DEN,443
162.159.44.8,4,4,0,182.24,0.00,LAX,443
188.114.99.195,4,3,25,182.72,0.00,SJC,443
173.245.49.121,4,4,0,154.52,0.00,LAX,443
104.16.14.11,4,3,25,86.13,0.00,SEA,443
108.162.192.26,4,3,25,193.55,0.00,SJC,443
173.245.58.92,4,3,25,180.78,0.00,LAX,443
104.17.95.162,4,3,25,182.49,0.00,SJC,443
104.19.186.100,4,3,25,192.35,0.00,SJC,443
162.159.251.25,4,3,25,183.64,0.00,HKG,443
104.17.187.114,4,4,0,69.62,0.00,HKG,443
104.25.27.68,4,4,0,187.31,0.00,LAX,443
103.21.244.58,4,4,0,189.38,0.00,LAX,443
141.101.115.202,4,4,0,101.26,0.00,HKG,443
104.25.249.4,4,4,0,38.56,0.00,HKG,443
173.245.49.136,4,4,0,153.35,0.00,LAX,443
104.24.77.126,4,3,25,167.87,0.00,LAX,443
104.17.108.207,4,4,0,51.41,0.00,HKG,443
173.245.59.29,4,4,0,139.87,0.00,LAX,443
188.114.99.101,4,4,0,179.18,0.00,LAX,443
198.41.192.144,4,4,0,182.17,0.00,LAX,443
103.21.244.0,4,4,0,184.03,0.00,LAX,443
104.25.108.229,4,4,0,174.40,0.00,LAX,443
198.41.207.210,4,4,0,173.65,0.00,LAX,443
141.101.120.218,4,4,0,153.10,0.00,LAX,443
104.27.44.96,4,4,0,193.89,0.00,LAX,443
104.21.118.227,4,4,0,190.22,0.00,SJC,443
104.25.148.24,4,4,0,186.45,0.00,LAX,443
104.17.98.241,4,4,0,57.31,0.00,HKG,443
104.27.78.231,4,4,0,195.03,0.00,LAX,443
108.162.195.252,4,3,25,190.29,0.00,LAX,443
104.18.61.218,4,4,0,116.52,0.00,HKG,443
104.24.209.189,4,4,0,190.06,0.00,SJC,443
104.24.205.209,4,4,0,182.60,0.00,SJC,443
141.101.121.129,4,3,25,191.45,0.00,HKG,443
104.25.2.215,4,4,0,189.49,0.00,LAX,443
141.101.121.91,4,4,0,145.83,0.00,SJC,443
104.19.205.95,4,4,0,148.23,0.00,LAX,443
198.41.222.26,4,3,25,186.75,0.00,LAX,443
173.245.58.43,4,4,0,193.87,0.00,LAX,443
188.114.98.105,4,4,0,190.19,0.00,SJC,443
108.162.195.129,4,4,0,153.62,0.00,LAX,443
173.245.59.203,4,4,0,175.78,0.00,LAX,443
198.41.196.106,4,4,0,154.57,0.00,LAX,443
108.162.194.38,4,4,0,150.60,0.00,SJC,443
173.245.59.129,4,4,0,174.30,0.00,LAX,443
141.101.123.27,4,4,0,182.87,0.00,LAX,443
104.25.186.134,4,4,0,190.29,0.00,LAX,443
190.93.246.31,4,4,0,107.67,0.00,HKG,443
104.25.99.45,4,3,25,179.95,0.00,LAX,443
162.159.10.61,4,3,25,192.06,0.00,HKG,443
104.18.122.146,4,4,0,235.46,0.00,LHR,443
172.67.120.35,4,4,0,191.77,0.00,LAX,443
172.65.193.40,4,3,25,193.48,0.00,CDG,443
104.21.80.153,4,4,0,161.45,0.00,SJC,443
172.67.72.33,4,4,0,182.10,0.00,SEA,443
104.16.204.59,4,4,0,183.95,0.00,SJC,443
141.101.122.30,4,3,25,194.75,0.00,LAX,443
104.25.232.88,4,4,0,184.95,0.00,LAX,443
141.101.121.190,4,3,25,188.31,0.00,LAX,443
198.41.200.9,4,3,25,175.96,0.00,LAX,443
162.159.58.207,4,4,0,178.07,0.00,LAX,443
103.21.244.113,4,3,25,137.40,0.00,LAX,443
108.162.196.240,4,3,25,190.58,0.00,SJC,443
104.16.51.98,4,4,0,181.76,0.00,SEA,443
104.21.96.29,4,4,0,185.72,0.00,LAX,443
172.66.40.5,4,4,0,174.71,0.00,SEA,443
162.159.60.95,4,3,25,188.56,0.00,HKG,443
104.24.88.43,4,4,0,198.15,0.00,LAX,443
104.21.73.105,4,4,0,192.46,0.00,SJC,443
162.159.19.253,4,3,25,191.49,0.00,HKG,443
104.24.23.48,4,4,0,174.28,0.00,LAX,443
104.19.215.202,4,3,25,86.97,0.00,HKG,443
188.114.97.19,4,4,0,186.16,0.00,LAX,443
173.245.58.100,4,4,0,193.22,0.00,LAX,443
103.31.4.108,4,4,0,206.32,0.00,DEN,443
104.17.28.206,4,4,0,58.93,0.00,HKG,443
