IP 地址,已发送,已接收,丢包率,平均延迟,下载速度(M),地区码,端口
173.245.49.179,4,4,0,188.66,0.00,LAX,443
104.18.58.160,4,4,0,142.77,0.00,LAX,443
104.24.40.170,4,4,0,186.06,0.00,LAX,443
104.25.32.4,4,4,0,174.46,0.00,LAX,443
172.66.153.114,4,4,0,177.36,0.00,LAX,443
190.93.246.214,4,3,25,179.33,0.00,SJC,443
198.41.197.62,4,3,25,186.58,0.00,SJC,443
190.93.247.59,4,4,0,139.97,0.00,SJC,443
190.93.245.169,4,4,0,78.21,0.00,HKG,443
104.17.240.201,4,4,0,174.86,0.00,SEA,443
162.159.0.144,4,4,0,189.23,0.00,LAX,443
104.18.52.51,4,4,0,110.34,0.00,HKG,443
104.27.116.165,4,4,0,187.19,0.00,SJC,443
198.41.205.124,4,4,0,193.32,0.00,HKG,443
190.93.244.216,4,4,0,108.73,0.00,SJC,443
198.41.219.215,4,4,0,172.19,0.00,SJC,443
104.25.87.204,4,4,0,179.24,0.00,LAX,443
188.114.96.255,4,4,0,169.66,0.00,LAX,443
198.41.198.185,4,4,0,146.82,0.00,SJC,443
104.18.84.232,4,4,0,43.81,0.00,HKG,443
104.24.166.2,4,3,25,182.68,0.00,SJC,443
104.24.162.225,4,4,0,185.86,0.00,LAX,443
104.18.195.54,4,4,0,168.07,0.00,SJC,443
172.67.185.80,4,4,0,195.81,0.00,LAX,443
108.162.195.152,4,4,0,150.95,0.00,SJC,443
198.41.217.148,4,4,0,149.10,0.00,SJC,443
104.27.123.101,4,4,0,177.94,0.00,LAX,443
172.67.162.203,4,4,0,167.24,0.00,SEA,443
188.114.96.178,4,4,0,177.71,0.00,LAX,443
104.16.112.6,4,4,0,187.94,0.00,SJC,443
162.159.16.220,4,4,0,114.78,0.00,LAX,443
162.159.243.48,4,4,0,192.92,0.00,SJC,443
104.19.43.130,4,3,25,37.44,0.00,HKG,443
172.67.99.68,4,3,25,191.53,0.00,LAX,443
172.67.254.215,4,4,0,188.68,0.00,LAX,443
104.26.9.248,4,4,0,166.62,0.00,SEA,443
103.21.244.177,4,4,0,191.45,0.00,LAX,443
104.26.5.196,4,4,0,182.64,0.00,SEA,443
104.24.41.159,4,4,0,177.28,0.00,LAX,443
198.41.222.89,4,4,0,177.95,0.00,HKG,443
104.25.138.131,4,4,0,183.93,0.00,LAX,443
104.24.230.157,4,4,0,183.28,0.00,LAX,443
104.24.94.231,4,3,25,179.33,0.00,LAX,443
198.41.204.159,4,4,0,185.10,0.00,LAX,443
172.67.76.46,4,4,0,167.31,0.00,SEA,443
104.24.181.235,4,4,0,192.31,0.00,LAX,443
198.41.202.30,4,3,25,194.24,0.00,SJC,443
104.24.177.40,4,4,0,196.44,0.00,LAX,443
104.16.167.55,4,4,0,166.35,0.00,SJC,443
104.27.86.18,4,4,0,187.02,0.00,SJC,443
104.24.204.154,4,3,25,190.51,0.00,LAX,443
104.17.215.168,4,4,0,74.49,0.00,HKG,443
104.25.208.2,4,4,0,190.48,0.00,SJC,443
108.162.193.101,4,4,0,186.70,0.00,LAX,443
172.64.153.55,4,4,0,38.84,0.00,HKG,443
188.114.96.156,4,4,0,178.25,0.00,LAX,443
104.24.253.137,4,3,25,181.41,0.00,SJC,443
172.67.122.225,4,3,25,195.91,0.00,LAX,443
104.16.219.61,4,4,0,172.13,0.00,SJC,443
104.24.133.14,4,3,25,195.52,0.00,LAX,443
104.20.30.209,4,4,0,191.12,0.00,SJC,443
172.67.233.225,4,3,25,190.21,0.00,LAX,443
172.67.114.65,4,4,0,194.79,0.00,LAX,443
104.25.4.125,4,4,0,194.29,0.00,SJC,443
172.66.129.149,4,4,0,182.39,0.00,LAX,443
172.66.200.130,4,4,0,180.48,0.00,LAX,443
162.159.13.57,4,4,0,171.30,0.00,LAX,443
104.25.69.248,4,4,0,177.72,0.00,LAX,443
104.17.173.182,4,4,0,38.05,0.00,HKG,443
104.27.201.226,4,4,0,162.60,0.00,LAX,443
104.25.188.132,4,4,0,189.92,0.00,LAX,443
188.114.97.173,4,4,0,182.36,0.00,LAX,443
103.31.4.16,4,4,0,191.72,0.00,DEN,443
104.20.13.95,4,4,0,190.42,0.00,LAX,443
190.93.244.209,4,4,0,176.75,0.00,HKG,443
104.21.238.121,4,4,0,174.51,0.00,SEA,443
104.16.115.118,4,3,25,182.03,0.00,SJC,443
104.25.199.182,4,4,0,180.50,0.00,LAX,443
103.21.244.236,4,4,0,193.35,0.00,LAX,443
104.27.7.43,4,4,0,192.74,0.00,SJC,443
108.162.196.197,4,3,25,122.61,0.00,HKG,443
172.64.53.49,4,4,0,186.33,0.00,LAX,443
104.25.17.221,4,4,0,182.87,0.00,LAX,443
190.93.247.122,4,3,25,180.28,0.00,HKG,443
190.93.246.254,4,3,25,89.08,0.00,SJC,443
104.18.43.44,4,4,0,73.61,0.00,HKG,443
172.66.142.4,4,4,0,174.39,0.00,SJC,443
173.245.49.144,4,4,0,189.37,0.00,LAX,443
104.27.104.231,4,3,25,193.74,0.00,LAX,443
104.18.40.67,4,3,25,39.67,0.00,HKG,443
104.20.14.3,4,4,0,185.64,0.00,LAX,443
188.114.98.103,4,4,0,176.48,0.00,LAX,443
188.114.97.69,4,4,0,179.48,0.00,LAX,443
104.27.9.111,4,4,0,187.46,0.00,SJC,443
173.245.59.218,4,4,0,179.34,0.00,LAX,443
198.41.192.239,4,4,0,188.99,0.00,SJC,443
198.41.223.149,4,4,0,191.65,0.00,LAX,443
104.24.32.56,4,4,0,186.58,0.00,SJC,443
104.27.51.6,4,4,0,184.86,0.00,SJC,443
104.25.237.202,4,3,25,188.40,0.00,SJC,443
104.17.45.212,4,4,0,178.33,0.00,SJC,443
188.114.98.109,4,4,0,191.35,0.00,LAX,443
173.245.49.102,4,4,0,193.19,0.00,LAX,443
104.27.100.227,4,4,0,180.87,0.00,LAX,443
190.93.246.65,4,4,0,172.00,0.00,SJC,443
104.24.244.170,4,4,0,189.75,0.00,LAX,443
188.114.96.4,4,4,0,193.05,0.00,SJC,443
198.41.192.150,4,3,25,189.82,0.00,SJC,443
104.25.146.142,4,4,0,179.82,0.00,LAX,443
104.26.0.69,4,3,25,163.20,0.00,SEA,443
104.24.180.47,4,4,0,194.04,0.00,SJC,443
198.41.195.119,4,4,0,178.90,0.00,LAX,443
104.17.115.248,4,4,0,41.83,0.00,HKG,443
104.16.164.52,4,4,0,190.35,0.00,SJC,443
104.18.133.229,4,4,0,183.77,0.00,SJC,443
104.24.48.154,4,4,0,191.56,0.00,LAX,443
104.24.194.108,4,4,0,190.06,0.00,LAX,443
172.67.118.67,4,4,0,185.27,0.00,SJC,443
104.24.59.197,4,4,0,187.20,0.00,SJC,443
173.245.58.68,4,4,0,186.34,0.00,SJC,443
103.21.244.199,4,3,25,179.42,0.00,LAX,443
104.24.33.255,4,4,0,190.33,0.00,LAX,443
103.31.4.21,4,4,0,210.85,0.00,DEN,443
188.114.96.137,4,4,0,185.90,0.00,SJC,443
141.101.114.24,4,4,0,161.62,0.00,SJC,443
198.41.219.138,4,3,25,163.95,0.00,SJC,443
172.67.206.182,4,4,0,237.49,0.00,LHR,443
104.17.140.92,4,4,0,168.69,0.00,HKG,443
190.93.247.0,4,4,0,147.78,0.00,HKG,443
104.24.130.161,4,4,0,169.31,0.00,SJC,443
104.27.113.8,4,4,0,188.66,0.00,LAX,443
198.41.207.106,4,3,25,178.41,0.00,HKG,443
104.16.149.3,4,4,0,38.21,0.00,HKG,443
162.159.60.73,4,3,25,189.68,0.00,HKG,443
104.24.222.176,4,4,0,186.74,0.00,LAX,443
188.114.96.239,4,4,0,185.80,0.00,SJC,443
141.101.120.78,4,4,0,189.13,0.00,LAX,443
104.24.171.76,4,4,0,177.94,0.00,LAX,443
198.41.192.2,4,4,0,181.70,0.00,LAX,443
173.245.59.45,4,4,0,188.72,0.00,LAX,443
104.18.47.253,4,4,0,38.79,0.00,HKG,443
104.24.61.205,4,4,0,182.82,0.00,LAX,443
190.93.247.206,4,3,25,160.95,0.00,HKG,443
172.67.238.226,4,4,0,186.02,0.00,SJC,443
104.18.122.195,4,4,0,248.59,0.00,LHR,443
104.25.29.201,4,4,0,195.93,0.00,SJC,443
104.25.66.213,4,4,0,186.41,0.00,LAX,443
104.16.186.51,4,4,0,170.34,0.00,SJC,443
104.24.3.12,4,4,0,192.69,0.00,LAX,443
104.24.225.71,4,4,0,189.20,0.00,SJC,443
104.25.238.48,4,4,0,193.06,0.00,SJC,443
104.16.49.140,4,3,25,161.64,0.00,SEA,443
173.245.58.213,4,4,0,191.06,0.00,LAX,443
104.24.82.159,4,3,25,190.03,0.00,SJC,443
104.24.231.143,4,4,0,189.20,0.00,LAX,443
190.93.247.34,4,4,0,183.02,0.00,SJC,443
104.16.252.15,4,4,0,39.48,0.00,HKG,443
198.41.222.189,4,4,0,191.19,0.00,SJC,443
104.16.210.199,4,4,0,185.70,0.00,SJC,443
162.159.213.191,4,4,0,184.82,0.00,DFW,443
103.21.244.128,4,4,0,166.42,0.00,HKG,443
104.26.3.56,4,4,0,167.08,0.00,SEA,443
104.17.163.97,4,4,0,37.66,0.00,HKG,443
104.18.252.54,4,4,0,165.03,0.00,SJC,443
188.114.97.230,4,4,0,176.11,0.00,LAX,443
104.21.4.110,4,4,0,190.33,0.00,LAX,443
104.17.242.100,4,4,0,167.36,0.00,SEA,443
104.21.3.201,4,4,0,192.92,0.00,SJC,443
104.20.7.199,4,4,0,182.09,0.00,SJC,443
141.101.120.45,4,3,25,161.68,0.00,LAX,443
103.21.244.158,4,4,0,147.50,0.00,HKG,443
173.245.58.178,4,4,0,192.61,0.00,SJC,443
104.19.184.66,4,3,25,183.48,0.00,SJC,443
104.25.248.49,4,3,25,159.35,0.00,HKG,443
172.64.153.128,4,3,25,156.88,0.00,HKG,443
190.93.247.240,4,4,0,136.93,0.00,HKG,443
103.31.4.46,4,3,25,219.87,0.00,DEN,443
188.114.98.38,4,4,0,170.04,0.00,LAX,443
173.245.59.210,4,3,25,185.77,0.00,SJC,443
173.245.59.123,4,4,0,189.73,0.00,SJC,443
173.245.58.242,4,4,0,175.55,0.00,LAX,443
104.25.200.139,4,3,25,193.64,0.00,LAX,443
104.16.22.22,4,4,0,167.10,0.00,SJC,443
104.27.73.32,4,3,25,190.35,0.00,SJC,443
103.21.244.35,4,4,0,187.74,0.00,LAX,443
104.24.63.91,4,4,0,195.42,0.00,LAX,443
172.66.158.162,4,3,25,194.38,0.00,LAX,443
104.27.70.155,4,3,25,170.79,0.00,SJC,443
104.16.39.148,4,4,0,182.17,0.00,SEA,443
173.245.49.247,4,4,0,193.77,0.00,SJC,443
104.27.96.139,4,4,0,185.35,0.00,SJC,443
104.25.118.68,4,4,0,186.93,0.00,LAX,443
104.16.16.96,4,4,0,163.41,0.00,SJC,443
188.114.97.101,4,4,0,188.02,0.00,SJC,443
108.162.196.134,4,4,0,190.21,0.00,SJC,443
104.25.188.157,4,3,25,196.62,0.00,LAX,443
190.93.245.253,4,4,0,183.71,0.00,HKG,443
104.27.56.209,4,4,0,185.08,0.00,LAX,443
104.27.91.110,4,4,0,171.36,0.00,LAX,443
188.114.97.175,4,4,0,188.47,0.00,SJC,443
104.25.177.170,4,3,25,191.97,0.00,LAX,443
104.18.225.193,4,4,0,182.52,0.00,SJC,443
190.93.244.174,4,3,25,170.18,0.00,SJC,443
104.24.248.7,4,4,0,175.25,0.00,SJC,443
198.41.201.205,4,3,25,187.65,0.00,LAX,443
108.162.195.134,4,4,0,170.28,0.00,LAX,443
162.159.36.151,4,4,0,164.08,0.00,LAX,443
103.31.4.99,4,4,0,213.01,0.00,DEN,443
141.101.122.130,4,4,0,186.31,0.00,LAX,443
198.41.200.213,4,4,0,179.73,0.00,LAX,443
104.20.30.245,4,3,25,184.65,0.00,LAX,443
104.25.249.249,4,4,0,176.82,0.00,HKG,443
162.159.141.186,4,4,0,47.51,0.00,NRT,443
162.159.26.16,4,4,0,184.49,0.00,LAX,443
104.25.191.166,4,3,25,180.45,0.00,SJC,443
104.18.186.91,4,4,0,182.93,0.00,HKG,443
190.93.244.204,4,4,0,158.19,0.00,HKG,443
104.21.119.204,4,3,25,183.20,0.00,LAX,443
188.114.98.190,4,4,0,179.58,0.00,SJC,443
104.27.25.49,4,3,25,177.43,0.00,LAX,443
104.27.38.145,4,4,0,195.84,0.00,LAX,443
103.31.4.42,4,4,0,211.48,0.00,DEN,443
104.20.56.13,4,4,0,226.97,0.00,FRA,443
104.18.69.192,4,3,25,183.01,0.00,SEA,443
104.25.180.126,4,4,0,182.51,0.00,LAX,443
104.21.127.249,4,3,25,187.07,0.00,LAX,443
104.24.145.85,4,4,0,187.07,0.00,SJC,443
172.67.206.53,4,4,0,203.66,0.00,LHR,443
104.25.131.57,4,4,0,182.85,0.00,LAX,443
104.25.118.192,4,3,25,195.87,0.00,LAX,443
172.66.169.5,4,4,0,187.39,0.00,LAX,443
104.19.74.66,4,4,0,193.00,0.00,LAX,443
104.16.251.140,4,4,0,46.79,0.00,HKG,443
104.21.103.199,4,3,25,190.81,0.00,LAX,443
104.24.197.227,4,3,25,187.34,0.00,LAX,443
104.25.77.238,4,4,0,190.47,0.00,SJC,443
104.19.7.29,4,4,0,183.33,0.00,LAX,443
104.25.165.80,4,4,0,173.08,0.00,SJC,443
188.114.96.79,4,3,25,170.44,0.00,SJC,443
104.27.48.45,4,4,0,190.92,0.00,LAX,443
104.27.120.43,4,4,0,172.46,0.00,LAX,443
172.67.185.128,4,4,0,188.07,0.00,LAX,443
104.27.115.18,4,4,0,168.08,0.00,LAX,443
190.93.245.176,4,4,0,175.44,0.00,SJC,443
104.24.24.15,4,4,0,192.07,0.00,LAX,443
172.67.200.6,4,4,0,213.00,0.00,LHR,443
190.93.245.112,4,4,0,169.01,0.00,HKG,443
104.25.63.110,4,4,0,183.12,0.00,SJC,443
104.18.175.178,4,4,0,151.15,0.00,SJC,443
172.66.139.223,4,4,0,177.21,0.00,SJC,443
173.245.58.136,4,3,25,189.64,0.00,SJC,443
162.159.242.179,4,4,0,191.13,0.00,HKG,443
103.31.4.147,4,4,0,203.98,0.00,DEN,443
104.25.107.147,4,4,0,187.49,0.00,LAX,443
162.159.141.231,4,4,0,59.00,0.00,NRT,443
190.93.247.25,4,4,0,148.09,0.00,SJC,443
188.114.99.59,4,3,25,188.96,0.00,LAX,443
104.24.130.144,4,3,25,188.48,0.00,LAX,443
104.18.150.174,4,4,0,117.35,0.00,SJC,443
104.17.191.215,4,4,0,39.29,0.00,HKG,443
104.25.127.129,4,4,0,193.12,0.00,SJC,443
104.21.120.84,4,4,0,187.05,0.00,LAX,443
162.159.212.148,4,4,0,191.73,0.00,SJC,443
173.245.58.98,4,3,25,202.39,0.00,SJC,443
104.16.92.103,4,4,0,165.13,0.00,SJC,443
103.31.4.227,4,4,0,204.10,0.00,DEN,443
104.27.19.116,4,4,0,178.79,0.00,LAX,443
104.25.169.104,4,4,0,185.81,0.00,LAX,443
104.18.240.57,4,3,25,164.83,0.00,SJC,443
162.159.40.75,4,4,0,182.76,0.00,SJC,443
104.18.234.37,4,4,0,142.27,0.00,SJC,443
104.17.28.66,4,4,0,42.06,0.00,HKG,443
198.41.223.122,4,4,0,153.22,0.00,LAX,443
104.24.182.153,4,4,0,178.94,0.00,LAX,443
188.114.99.71,4,4,0,177.20,0.00,LAX,443
173.245.59.146,4,4,0,188.46,0.00,HKG,443
172.67.129.112,4,3,25,234.15,0.00,LHR,443
104.16.116.252,4,4,0,177.30,0.00,SJC,443
104.24.162.25,4,3,25,184.80,0.00,SJC,443
104.27.95.172,4,4,0,177.57,0.00,LAX,443
190.93.245.143,4,3,25,126.00,0.00,HKG,443
173.245.49.62,4,3,25,180.61,0.00,LAX,443
104.16.237.20,4,4,0,163.76,0.00,SJC,443
104.16.240.68,4,4,0,47.78,0.00,HKG,443
103.21.244.94,4,4,0,188.09,0.00,SJC,443
173.245.59.9,4,4,0,189.90,0.00,HKG,443
188.114.97.78,4,4,0,182.08,0.00,LAX,443
104.24.23.112,4,4,0,172.31,0.00,LAX,443
104.27.15.195,4,4,0,174.37,0.00,LAX,443
104.16.178.188,4,4,0,191.55,0.00,SJC,443
141.101.113.255,4,4,0,196.34,0.00,LAX,443
188.114.96.140,4,4,0,194.40,0.00,LAX,443
141.101.121.64,4,4,0,194.94,0.00,LAX,443
104.24.131.96,4,4,0,184.31,0.00,LAX,443
104.21.18.138,4,4,0,167.23,0.00,SEA,443
190.93.247.140,4,4,0,100.18,0.00,HKG,443
104.25.123.97,4,3,25,188.93,0.00,LAX,443
162.159.250.218,4,4,0,177.04,0.00,SJC,443
188.114.98.4,4,3,25,179.69,0.00,LAX,443
104.19.43.214,4,4,0,36.95,0.00,HKG,443
104.19.126.124,4,3,25,188.37,0.00,SJC,443
104.25.94.96,4,3,25,192.12,0.00,LAX,443
104.17.139.6,4,4,0,75.96,0.00,SJC,443
190.93.245.166,4,3,25,90.31,0.00,HKG,443
108.162.198.137,4,4,0,108.64,0.00,HKG,443
162.159.27.4,4,4,0,153.30,0.00,LAX,443
104.25.45.33,4,4,0,188.61,0.00,LAX,443
104.16.80.121,4,4,0,184.79,0.00,SJC,443
104.16.105.93,4,4,0,238.81,0.00,LHR,443
104.25.255.99,4,4,0,72.68,0.00,HKG,443
103.21.244.81,4,4,0,157.00,0.00,SJC,443
198.41.222.123,4,4,0,172.91,0.00,LAX,443
104.17.254.131,4,4,0,167.61,0.00,SEA,443
104.18.134.123,4,4,0,178.60,0.00,SJC,443
162.159.2.68,4,4,0,150.85,0.00,LAX,443
162.159.34.101,4,4,0,177.41,0.00,LAX,443
104.27.29.34,4,4,0,190.02,0.00,LAX,443
172.67.128.196,4,3,25,214.39,0.00,LHR,443
104.25.124.68,4,3,25,162.17,0.00,LAX,443
104.24.142.76,4,4,0,180.06,0.00,LAX,443
188.114.96.233,4,3,25,183.50,0.00,LAX,443
104.17.39.189,4,3,25,167.52,0.00,SJC,443
104.24.159.196,4,4,0,181.40,0.00,LAX,443
104.24.214.224,4,3,25,191.89,0.00,SJC,443
141.101.113.213,4,4,0,193.77,0.00,SJC,443
104.19.232.106,4,4,0,236.35,0.00,LHR,443
104.19.205.44,4,4,0,143.99,0.00,SJC,443
141.101.123.202,4,4,0,153.86,0.00,LAX,443
141.101.123.102,4,4,0,194.35,0.00,LAX,443
198.41.207.56,4,4,0,151.69,0.00,LAX,443
104.25.142.111,4,4,0,178.99,0.00,LAX,443
104.18.190.50,4,4,0,103.12,0.00,HKG,443
198.41.222.182,4,4,0,150.09,0.00,LAX,443
173.245.49.47,4,4,0,150.83,0.00,SJC,443
198.41.218.99,4,4,0,185.33,0.00,SJC,443
104.17.65.39,4,4,0,171.99,0.00,SJC,443
104.19.32.212,4,4,0,37.59,0.00,HKG,443
190.93.245.142,4,4,0,115.87,0.00,SJC,443
198.41.196.153,4,4,0,153.82,0.00,LAX,443
104.19.118.228,4,4,0,188.41,0.00,LAX,443
104.17.20.226,4,3,25,50.00,0.00,HKG,443
162.159.61.164,4,4,0,194.29,0.00,LAX,443
104.19.66.160,4,4,0,191.16,0.00,LAX,443
104.25.172.131,4,4,0,189.06,0.00,SJC,443
104.27.61.0,4,4,0,191.65,0.00,LAX,443
103.21.244.191,4,3,25,191.47,0.00,SJC,443
103.31.4.131,4,4,0,199.61,0.00,DEN,443
104.17.170.100,4,4,0,60.52,0.00,HKG,443
104.16.118.200,4,3,25,174.15,0.00,SJC,443
190.93.245.70,4,4,0,154.08,0.00,SJC,443
172.67.145.236,4,4,0,174.39,0.00,SEA,443
198.41.200.150,4,4,0,144.93,0.00,SJC,443
188.114.96.210,4,3,25,188.29,0.00,LAX,443
103.31.4.121,4,4,0,215.27,0.00,DEN,443
190.93.245.105,4,4,0,39.06,0.00,HKG,443
104.18.247.77,4,3,25,161.19,0.00,SJC,443
190.93.247.114,4,4,0,76.18,0.00,HKG,443
104.26.4.70,4,4,0,182.03,0.00,SEA,443
190.93.247.197,4,4,0,109.11,0.00,SJC,443
104.16.196.70,4,4,0,175.59,0.00,SJC,443
188.114.97.68,4,3,25,185.16,0.00,LAX,443
198.41.208.233,4,4,0,38.57,0.00,HKG,443
172.64.48.70,4,3,25,192.13,0.00,LAX,443
190.93.245.215,4,4,0,106.97,0.00,SJC,443
141.101.113.24,4,4,0,186.34,0.00,LAX,443
104.25.77.126,4,4,0,191.02,0.00,LAX,443
190.93.246.236,4,4,0,185.42,0.00,HKG,443
104.25.35.107,4,4,0,184.84,0.00,LAX,443
104.25.128.84,4,3,25,196.00,0.00,LAX,443
188.114.98.153,4,4,0,190.22,0.00,SJC,443
103.31.4.199,4,4,0,198.01,0.00,DEN,443
190.93.247.53,4,4,0,101.41,0.00,SJC,443
198.41.208.179,4,4,0,54.77,0.00,HKG,443
162.159.248.51,4,4,0,185.34,0.00,LAX,443
104.27.5.157,4,4,0,180.95,0.00,LAX,443
108.162.195.77,4,4,0,141.20,0.00,LAX,443
104.25.60.31,4,4,0,177.30,0.00,LAX,443
104.17.50.95,4,4,0,50.66,0.00,HKG,443
198.41.199.107,4,4,0,188.28,0.00,LAX,443
104.18.15.78,4,4,0,175.20,0.00,SEA,443
104.21.209.66,4,4,0,192.78,0.00,LAX,443
141.101.114.130,4,4,0,109.14,0.00,HKG,443
104.24.131.20,4,4,0,184.09,0.00,LAX,443
108.162.195.213,4,4,0,193.28,0.00,LAX,443
104.19.146.152,4,4,0,92.24,0.00,HKG,443
104.25.55.110,4,4,0,187.70,0.00,SJC,443
103.21.244.70,4,3,25,194.38,0.00,SJC,443
104.24.49.43,4,4,0,189.25,0.00,LAX,443
104.25.29.100,4,4,0,191.55,0.00,LAX,443
104.16.139.91,4,4,0,211.61,0.00,LHR,443
173.245.49.80,4,4,0,148.88,0.00,HKG,443
172.65.255.77,4,4,0,179.86,0.00,MAD,443
104.19.88.222,4,4,0,191.35,0.00,LAX,443
108.162.195.78,4,4,0,181.91,0.00,SJC,443
190.93.244.217,4,4,0,154.28,0.00,HKG,443
104.24.33.167,4,4,0,175.85,0.00,LAX,443
104.21.91.217,4,4,0,169.85,0.00,SJC,443
104.17.102.122,4,4,0,38.13,0.00,HKG,443
104.25.250.18,4,3,25,99.14,0.00,LHR,443
104.21.97.224,4,3,25,192.27,0.00,LAX,443
104.25.245.131,4,4,0,46.37,0.00,HKG,443
108.162.194.75,4,4,0,145.23,0.00,HKG,443
104.17.57.209,4,4,0,50.03,0.00,HKG,443
104.18.44.145,4,4,0,52.94,0.00,HKG,443
190.93.244.189,4,4,0,138.99,0.00,SJC,443
104.20.39.30,4,4,0,180.66,0.00,LAX,443
104.25.88.20,4,4,0,183.85,0.00,SJC,443
104.21.0.177,4,4,0,180.11,0.00,LAX,443
104.17.137.175,4,4,0,107.09,0.00,SJC,443
104.21.45.22,4,4,0,177.71,0.00,SJC,443
104.27.90.55,4,4,0,179.53,0.00,LAX,443
198.41.219.217,4,4,0,156.33,0.00,SJC,443
103.31.4.153,4,4,0,209.22,0.00,DEN,443
104.25.149.233,4,3,25,187.49,0.00,LAX,443
104.24.43.209,4,4,0,192.48,0.00,LAX,443
103.31.4.70,4,4,0,206.60,0.00,DEN,443
141.101.121.51,4,4,0,153.94,0.00,HKG,443
173.245.49.165,4,3,25,191.32,0.00,HKG,443
104.24.164.130,4,4,0,186.95,0.00,LAX,443
104.25.125.154,4,4,0,187.72,0.00,LAX,443
104.18.83.66,4,4,0,79.70,0.00,HKG,443
104.25.86.68,4,4,0,186.20,0.00,LAX,443
190.93.246.45,4,4,0,133.46,0.00,SJC,443
172.64.153.187,4,3,25,39.32,0.00,HKG,443
104.19.106.51,4,3,25,198.02,0.00,SJC,443
172.66.137.19,4,4,0,191.86,0.00,LAX,443
188.114.98.70,4,3,25,181.23,0.00,LAX,443
104.27.73.103,4,3,25,186.73,0.00,LAX,443
104.25.253.246,4,3,25,38.66,0.00,HKG,443
198.41.218.61,4,3,25,185.15,0.00,LAX,443
104.27.95.68,4,4,0,171.51,0.00,LAX,443
104.27.100.174,4,4,0,190.38,0.00,LAX,443
104.24.223.165,4,3,25,193.91,0.00,LAX,443
104.27.14.121,4,3,25,171.68,0.00,SJC,443
104.16.18.63,4,4,0,172.20,0.00,SJC,443
104.25.171.59,4,3,25,179.49,0.00,LAX,443
104.17.101.186,4,4,0,61.94,0.00,HKG,443
188.114.98.131,4,4,0,185.12,0.00,LAX,443
104.27.120.51,4,4,0,187.43,0.00,LAX,443
198.41.201.55,4,3,25,136.02,0.00,LAX,443
104.18.18.51,4,4,0,222.66,0.00,LHR,443
104.17.185.70,4,4,0,44.39,0.00,HKG,443
141.101.114.75,4,4,0,178.87,0.00,HKG,443
190.93.247.111,4,3,25,193.97,0.00,SJC,443
198.41.196.184,4,4,0,107.81,0.00,LAX,443
172.67.143.194,4,4,0,235.44,0.00,LHR,443
173.245.49.96,4,3,25,138.46,0.00,HKG,443
104.24.198.249,4,3,25,186.75,0.00,SJC,443
104.18.70.202,4,4,0,182.93,0.00,SEA,443
104.17.15.197,4,4,0,162.07,0.00,SJC,443
103.31.4.245,4,4,0,214.80,0.00,DEN,443
104.27.99.40,4,4,0,191.05,0.00,LAX,443
104.25.249.122,4,4,0,38.88,0.00,SIN,443
173.245.59.212,4,4,0,137.70,0.00,LAX,443
104.21.110.243,4,4,0,197.12,0.00,LAX,443
104.17.233.172,4,4,0,174.48,0.00,SEA,443
108.162.198.15,4,4,0,92.06,0.00,HKG,443
162.159.13.151,4,3,25,181.20,0.00,HKG,443
104.17.214.234,4,4,0,71.65,0.00,HKG,443
104.26.10.192,4,4,0,166.91,0.00,SEA,443
104.18.40.221,4,4,0,63.20,0.00,HKG,443
173.245.58.208,4,4,0,189.21,0.00,SJC,443
104.18.122.131,4,4,0,197.71,0.00,LHR,443
162.159.207.12,4,4,0,141.89,0.00,LAX,443
162.159.12.159,4,4,0,115.13,0.00,LAX,443
141.101.120.226,4,4,0,148.40,0.00,LAX,443
173.245.58.97,4,4,0,188.35,0.00,LAX,443
104.25.110.135,4,4,0,192.27,0.00,LAX,443
104.27.16.152,4,3,25,192.56,0.00,SJC,443
104.16.43.226,4,3,25,171.93,0.00,SEA,443
188.114.96.203,4,4,0,180.84,0.00,LAX,443
173.245.58.84,4,4,0,192.96,0.00,LAX,443
190.93.246.172,4,4,0,139.16,0.00,HKG,443
103.21.244.156,4,3,25,193.36,0.00,LAX,443
104.17.24.212,4,4,0,45.59,0.00,HKG,443
188.114.96.58,4,4,0,200.70,0.00,SJC,443
190.93.244.2,4,3,25,141.47,0.00,HKG,443
104.16.51.100,4,4,0,174.62,0.00,SEA,443
188.114.96.147,4,4,0,187.14,0.00,LAX,443
141.101.115.73,4,4,0,116.47,0.00,HKG,443
198.41.208.173,4,4,0,83.16,0.00,HKG,443
104.17.188.184,4,3,25,61.22,0.00,HKG,443
103.31.4.213,4,4,0,197.20,0.00,DEN,443
162.159.9.73,4,4,0,188.93,0.00,LAX,443
104.25.137.231,4,3,25,186.64,0.00,LAX,443
104.25.187.184,4,4,0,188.08,0.00,LAX,443
104.16.167.169,4,4,0,155.82,0.00,SJC,443
104.19.178.230,4,3,25,184.54,0.00,SJC,443
104.24.30.21,4,4,0,183.13,0.00,LAX,443
104.17.176.124,4,4,0,58.54,0.00,HKG,443
104.25.165.114,4,4,0,193.81,0.00,LAX,443
104.27.1.19,4,4,0,189.98,0.00,LAX,443
104.27.79.23,4,3,25,193.41,0.00,LAX,443
104.16.126.23,4,4,0,159.97,0.00,SJC,443
104.24.13.100,4,3,25,179.97,0.00,LAX,443
104.25.48.128,4,4,0,184.13,0.00,SJC,443
190.93.245.225,4,4,0,108.29,0.00,SJC,443
104.24.46.123,4,4,0,184.33,0.00,LAX,443
